Voltmètre (V);Puissance (kW);Vitesse (tr/min);PT100_Roulement_Moteur_Avant (°C);PT100_Roulement_Moteur_Arrière (°C);PT100_Bobine_1 (°C);PT100_Bobine_2 (°C);PT100_Bobine_3 (°C);PT100_Roulement_Pompe_Avant (°C);PT100_Roulement_Pompe_Arrière (°C);Capteurs_Position_Arbre (mm);Pression_Refoulement (bar);Débit (m3/h);Type_Défaut
342.05844942958026;476.96145045770226;2969.786087789396;84.46794265447141;75.39328389827972;31.57074554521923;110.50989026893883;113.90494155697861;69.61911552845005;67.38519012194146;;22.335207907082506;418.1166817041853;Anomalie électrique - tension
436.9909852161994;1000.0;2949.163103406755;58.28490036188864;38.73090146839881;77.59529902721792;57.621492707369384;74.96917811962604;26.02136161688883;43.019823475114165;0.12003206520152747;23.18000542692256;417.2067311914113;Surcharge mécanique
423.24426408004217;1000.0;3026.199851620095;37.21970272612199;23.66398763157229;41.60785040642618;32.58765638202806;150.0;80.50564867545091;55.27132360013826;0.05748363106256487;22.664217794808238;406.4636816774322;Surcharge mécanique
361.2339110678276;316.47041394805854;2975.6849298552906;27.215959019902066;32.49518573432982;43.36303170918745;87.32211429027669;22.14318705921989;109.87759707933611;91.47406047162787;0.15150196649195724;15.687187425913296;428.2204551583872;Normal
358.18249672071005;365.9307308579475;2918.1674103910377;80.49713785635097;44.450484945609944;150.0;118.3294829058492;91.76998890238268;35.092656046939645;62.86456894509823;0.1348787170003505;5.0;353.70239882837365;Surchauffe bobine
358.3404509853434;224.08310235203828;3017.5530062107964;48.526005346270246;99.38951215031395;70.53418619997676;39.974769806674715;46.50468864460629;81.46278710452589;29.863565177711607;0.07139038966310009;24.81429428209349;379.535140734143;Débit insuffisant
370.42422429595376;222.01770031795445;2929.720882448812;40.65306124248812;;74.38400542382014;22.39855068763129;115.35554665047589;94.18329032372624;;0.12852992960959908;;341.0560267947313;Débit insuffisant
392.47564316322376;1000.0;2932.3369913662373;54.19589484011001;25.747001683944653;115.86623877947095;117.22259043065046;102.67096074101214;95.96556897700741;41.25283684828213;0.08504044145352449;13.38759478711614;495.69744484484545;Surcharge mécanique
383.1945018642116;1000.0;3049.630310248866;73.3630779026939;46.03412072276164;118.13233547015432;96.76125791129928;32.02155896833213;83.67745947736;36.488727121550724;0.14601111547792558;21.219864832816327;529.9834735658219;Surcharge mécanique
369.12291401980417;295.46129670136855;2930.183005039489;80.45346950156011;100.03846189241484;84.53306233484899;108.95657918235028;31.381876394753935;101.88802095930724;91.46772958932887;0.15018434726352664;15.468616324618782;467.77022227907804;Normal
401.18528947223797;1000.0;2874.1777571536254;78.0653062419077;41.29931256001582;50.95445712192527;26.58215757096089;52.22981161032296;22.88805685411296;79.99657839890116;0.09449549479980593;13.70115992023439;330.02949898550764;Surcharge mécanique
353.9493860652042;228.270807203208;3021.1430742480748;97.69390251427762;109.6368773438798;110.02806900005265;117.95007999942978;33.83399546389356;25.775162892606396;;0.06411532148211566;18.489292989505348;200.0;Débit insuffisant
369.2144648535218;483.69820245775435;2974.8068285259433;130.0;43.11561762085759;107.21701928901291;66.10716382820382;101.436069244467;32.108594861196075;57.688689490568116;0.16968744223931204;10.15994430400656;321.3843846787739;Surchauffe roulement moteur
376.63618432936914;;2979.1172439430943;77.3071546877422;86.52019310038997;107.77487759699669;118.73788836323253;128.5498146836548;23.898218853803538;72.52712133415363;0.14546798542111977;24.64710762952066;377.972937531074;Surchauffe bobine
385.60699842170357;433.46382185775474;2974.27498033249;29.10029385674847;57.53532562142542;21.800434185260638;27.141718936385764;92.07824059152263;30.79530673828644;57.56247862691979;0.14062949853404064;24.144797990135597;336.8750632552809;Débit insuffisant
418.51759613930136;264.1228872066598;3001.5834969509365;69.314122090926;32.26200968400721;102.92502438074797;117.32884860701671;;93.52555905414512;39.90808322770961;0.1397037257430534;21.851722024246264;408.2522449276073;Normal
359.967378215836;484.546590379884;2952.3640379048466;72.55625622407041;42.96391519959235;113.79914028440061;94.07141931395914;82.06996308926517;100.68116822013441;76.78465916095035;0.1578867074293514;10.8015410374713;410.6200015958857;Normal
391.4234438413612;478.9108224810669;3063.8057437282882;39.46135690407563;80.76062680593063;86.55362321409635;80.9695356734129;108.62140414700428;50.23853988019538;54.97344903696968;0.08426083447895738;11.12315555246251;357.0350949317176;Débit insuffisant
399.2414568862042;1000.0;2916.18847598453;55.25238169921131;50.335076183280506;150.0;26.7958906879228;125.84281889370298;106.1465784792815;42.43970181570632;0.11101259303036773;19.724097354947776;494.18553357806695;Surcharge mécanique
344.6450412719998;414.9479034421755;3012.2437458338563;94.44736006254222;74.37153985404305;105.37872275118114;95.72592822989057;20.557891141471412;57.659716407228046;104.4624236301924;0.08322740006774168;21.996993482720782;481.1025868617795;Anomalie électrique - tension
400.75448519014384;221.54835117120967;3022.106050193829;33.356814837766706;38.49779384920637;75.72417462894579;85.75515899522465;77.60593204871927;35.47817784637433;29.703239007575846;0.06067083079409267;5.0;493.6766853145659;Cavitation possible
357.05241236872916;505.6127541729446;2952.017411958331;59.10555778542562;60.372287496452074;109.49827878368507;99.89178131407215;69.85357068386563;81.31716726262705;89.91172155292617;0.1860040738990001;5.0;434.71178633251947;Cavitation possible
346.50515929852793;474.5714550369862;2938.8132777361093;103.94597640903066;66.1021202255803;107.15200708511836;98.83884894607436;65.594199895771;57.82839731147109;69.45818078824101;0.05699461618156088;20.486368048555768;321.7286828225424;Anomalie électrique - tension
434.88855372533334;479.5808054617267;3040.8587107085077;65.36980349296408;57.15061069828919;120.77147926596686;68.81077554620188;75.42214769566259;21.74907209383108;88.67327060107056;0.056913835854560724;12.45407408113405;513.9910323756804;Surchauffe bobine
436.5632033074559;1000.0;2940.4569622991644;85.26203406499583;37.81262282155345;121.3510995330572;42.51493390880238;64.38566239994168;106.97203082480772;28.08843648941417;0.09830251104308212;12.633844758686617;513.0151435148774;Surcharge mécanique
420.8397348116461;1000.0;2959.6668029624716;94.41794355999959;61.53981721460639;78.2686041313179;121.08651514753781;57.841705267058686;73.81087217283515;55.137176465911146;0.09781574319944025;23.970451694217978;434.1753490382704;Surcharge mécanique
370.4613769173371;479.15810823623946;3034.3654481229873;38.33969373609432;82.36105044851274;23.464322408309133;150.0;32.6288537457187;75.19988527326149;91.64335566606631;0.05595700684267277;16.01538097844854;509.8055011197464;Surchauffe bobine
349.7672114006384;304.5399091638458;2991.7370616769513;39.63955119796391;106.8415096543275;22.10175970936221;43.31244304732866;74.98301630573195;108.44113634584241;93.35704073823716;0.16510530351120872;14.118119576630995;376.0215250123863;Anomalie électrique - tension
408.4233026512157;383.1863475692388;2900.1428166185447;88.27323104885451;91.05694584301546;123.28193717668515;89.37186473773592;110.31565567657474;95.01541536098713;91.00171963682021;0.06760269526587169;10.683600126181762;428.6063612056916;Surchauffe bobine
384.01524937396016;248.9219819797259;3077.3529572276757;87.79760643587608;34.53234333671418;57.10971944845872;42.31575895332058;31.520556464403967;52.63987677291309;;0.06326176328662014;10.55343022606717;464.7374556499245;Normal
352.2038234844779;487.36713273849756;2963.499462061002;25.416498857565717;44.543166482318604;61.52865233641782;114.73469629939963;101.2340495949078;23.764469684596303;;0.06310246853024233;13.872612243782653;425.61616115040044;Normal
389.517691011127;260.82343275365184;2969.862135504679;49.02484166254679;27.0941505908015;71.6898832342217;30.803464952186822;49.454273035471495;40.01426872585637;84.45751370028944;0.1466475921355057;19.299534788329225;498.37275413772727;Normal
343.43885211152184;285.2200736618181;3002.7892126163183;55.86792427175942;32.20845718340701;49.23788969213244;128.92171184938178;61.93676475727618;51.637500389154994;29.849119592364467;0.07538269904352385;19.07700169432706;433.8095711594384;Anomalie électrique - tension
430.93204020787823;381.8589058571823;3021.253839850204;94.61363631240383;42.56146683816028;84.94556142928853;87.19481053297945;128.6893173115766;106.42281129139252;34.634616709961335;0.13676530836974238;13.382269085134753;355.13047401893294;Surchauffe bobine
365.8779981600017;441.58697006176465;3088.0552145645734;57.96760298867637;37.9574629668398;106.30824307558758;22.52038359519978;94.2732565097813;99.98029012310431;68.59283647517593;0.08013677903999311;21.138794549282533;494.0972993186068;Normal
406.2522284353982;399.6118787215267;2906.996592529715;;39.2284325689973;48.30758007448736;117.00936639105696;99.10235516791288;21.937538572037468;69.4645757348282;0.1754809455813381;5.0;468.4740051242412;Cavitation possible
371.1711076089411;287.31883471204526;3031.2976104462973;109.6946999426576;40.76932037953593;101.73673835479875;95.29040165837982;86.26300297919909;108.85048728945705;62.46041004022259;0.07805913246870003;21.990505566491702;427.65324734292534;Normal
392.0068021177811;220.2734823329722;3027.150484702504;90.26535491249146;47.06108262052503;93.92210575844054;96.70545793718331;55.45998467470093;43.14076799993679;86.1499567793429;0.11447041816036613;23.865592815979397;424.520019398999;Normal
394.671027934328;439.57366828915735;2983.141754456294;79.97480206105317;31.302746176408284;77.81418090862292;;94.26274716369643;89.78349214160407;70.74340444772372;0.13286267289998033;13.559961189957141;465.09623092663287;Normal
358.48544555255273;505.71012451421717;3029.363684740811;55.27074493884105;45.00514854364655;55.79863067506375;150.0;70.29951544690968;30.49365156872259;25.91305050889027;0.1820290737463966;16.72477195643623;459.4538161123386;Surchauffe bobine
436.95846277645586;1000.0;3036.713700881827;26.033550144683005;81.95706445538508;116.00519056094122;120.58590798418884;111.52910831628826;39.8285493302063;99.8478606150757;0.08226673971754611;10.797847515545326;374.8959648697371;Surcharge mécanique
417.51328233611144;353.4599192654184;2920.9018607506496;71.58248807565175;41.276089984291204;64.3075678883229;89.84537798281781;82.81628759509962;65.48892838718592;76.52282581199944;0.14306931143760698;21.44033721938785;200.0;Débit insuffisant
433.9498941564189;482.0925058057409;3077.4883252940417;52.55344149895918;35.46545848874187;61.2129375046649;21.864955116909904;104.8359601206748;83.3250746573185;100.58976161856124;;14.838706129117629;499.5060864007225;Normal
429.4827350427649;338.8558252043215;2912.061887343093;130.0;26.09260959660147;90.55079365815457;56.01477114487531;113.3358918909252;130.0;58.65589957491981;0.16629669288461635;19.768207204375997;369.5898256901177;Surchauffe roulement moteur
399.7899978811085;372.23088443060556;2933.2341859380613;81.8938327438492;64.99743375773346;121.23648234690855;85.8397552817586;110.32316044005286;98.59299402474844;20.165271926764326;0.1290652691404506;15.717244683197283;414.44574333830883;Surchauffe bobine
432.1874235023117;358.3676325447482;2976.9106163187953;61.72754227369722;95.77844550850487;75.88197105927745;36.28071744602805;64.23179922899035;104.61752979263233;88.64179679155896;0.19175758171176754;12.138200911610742;383.9668511147273;Débit insuffisant
348.84925020519194;349.81092307300224;3086.247025659353;87.68844602943051;25.311497983736757;99.49597299098735;30.81202097223496;60.563223340984514;31.03085396929149;70.94123780108393;0.16630620435815782;10.105894063260374;357.3557461154149;Anomalie électrique - tension
359.59828624191454;444.80532309523267;2974.5871685123307;;68.80934245143342;70.25713273856093;26.5323352328467;115.59743099766649;84.67095110917091;21.7690017012365;0.11011953452239884;19.605365131448462;339.3501597296828;Débit insuffisant
344.5227288910538;372.76298310815264;;33.577704693790636;78.55570238802483;44.06884161075213;89.36377126267399;35.741017450429496;31.87192509750884;71.53514880674891;0.1123673346709858;24.015057836736627;494.1006427663802;Anomalie électrique - tension
372.53303307632643;311.8479653873127;3061.6039301952283;61.52127735712219;73.32154911009596;33.63475588842202;55.26571683002667;50.73441584420205;50.66889215297649;103.79751500641633;0.05097360450862634;23.55319722102976;367.51805342315583;Débit insuffisant
800.0;294.86586862095874;2974.9840928717263;130.0;98.9860883209266;34.99590801493171;61.10465213409214;33.311049144076335;93.76046343305762;38.78628295556818;0.1757118124815223;24.10812124256333;451.7751390560529;Anomalie électrique - tension
367.1349031773896;1000.0;2931.078164353466;92.13721662049025;97.9756022187707;22.345828744656735;26.60444084026162;24.630046099094677;50.27175179834156;45.357560591649474;0.17081151311651177;20.3212295790832;411.77210955774257;Surcharge mécanique
422.87375091519294;1000.0;2969.1382582380843;38.517432956603;25.157683327561337;80.81925047969213;101.18207070428758;87.74471629585314;101.66576976853649;78.45631271223793;0.13528292385955146;16.437326823466723;425.9899476260872;Surcharge mécanique
375.6753326693589;286.6888104662999;3058.539591690289;55.21704514804484;52.48495723013182;34.42165773114049;150.0;119.08585990678853;57.03248574912326;93.88228148909216;0.5;17.896374710919254;432.3701723457832;Surchauffe bobine
368.09345096873807;262.9588373847511;2993.5432498527566;103.5012885698484;80.37468474479775;115.22681750352037;111.23791109135195;150.0;47.8816767097657;77.75608019411061;0.17074016753394206;20.893412442698192;449.8493773760757;Surchauffe bobine
394.2696083158248;409.61068951002653;3086.532912952813;130.0;105.72001899432779;128.11872771348132;91.68296812177779;107.52799281308357;109.021113610605;80.4533083111284;0.14154043267748415;14.481353391490767;487.27929815765845;Surchauffe bobine
354.09242249747626;417.5506847682492;3026.8967463131075;42.85552176784424;130.0;74.54555994591828;105.06174301874493;61.727390108852944;59.735300190180595;49.40275085283939;0.07847475477480463;12.873611327993228;357.1227517138493;Surchauffe roulement moteur
420.219698075404;438.1249187547231;2957.759553180326;43.60003812847067;;69.4641340545146;83.49490519549414;87.99528066577892;86.68603916245048;20.902729664884998;0.08634541199603152;11.017928563925636;385.8762902322911;Débit insuffisant
347.45506436797706;366.0372999381915;2992.553815223254;71.38395880957852;45.12879539725695;58.28797229478902;74.08007667104765;104.01159000872268;73.95076018153439;95.58757834632158;0.14085095344058407;17.15052870317898;343.8756119970474;Anomalie électrique - tension
438.68869366005174;479.2758355091271;2947.339094092906;56.96599877401905;88.72344772613647;90.18296400602884;48.57937950955192;98.10875754746627;38.22370762174311;109.57201058674947;0.15170902476171022;11.373783340865373;466.21213195089695;Normal
417.22447692966574;491.53939848548606;2956.5783484675617;27.18836065966699;62.432736254540806;86.88298012161887;25.87152823837254;35.037434720097096;65.0281398458507;97.97721708157012;0.06699169088140225;16.903888143132782;;Normal
359.87156815341723;454.1375725398219;3213.954212551288;130.0;69.25721978199387;57.77203330199795;52.100416329115866;32.69243878476738;26.967685269088392;55.77527176886142;0.17595462318373511;22.19220929391997;486.84165846498126;Surchauffe roulement moteur
340.55221171236025;404.3221097823743;3040.9312255016907;28.91700780681352;74.80818381581363;57.74833169101535;95.19888345095725;121.66127084301266;83.78707191888495;51.663979406729126;0.12551088999991322;12.295346646809337;472.7129945710524;Anomalie électrique - tension
421.5461428454834;308.0790765414447;3033.054899450334;74.57734387811703;29.296236595316547;90.92842166482596;121.95184120110473;28.7418265037561;66.7047371131656;106.38812124897781;0.07997867923582003;11.808328626621773;329.0539477923823;Surchauffe bobine
410.6857343847617;1000.0;2958.840984234597;65.63075422034231;97.03658300899288;;48.18350987471042;44.02396615442255;31.01382710215733;108.95536365830499;0.13481889701722133;13.681481207363214;341.4018803313298;Surcharge mécanique
412.90071680409875;299.49948848566214;3068.479203314054;64.43017946527813;97.68209954390545;99.0410970512205;93.68340617142037;68.21821795365447;89.00835684369532;75.1010803067256;0.18144264928242215;;446.5015451626176;Normal
417.12703466859455;1000.0;3044.9707800896467;26.074662076930686;62.141549971553054;150.0;72.60691113267241;110.3112210867236;92.41055355213513;66.30207776257285;0.058265638669678585;15.468098753574242;467.367311185479;Surcharge mécanique
347.40446517340905;348.224692998109;3084.0810644678886;77.52984021951823;76.41606966505968;105.7550717099634;89.03032597567552;86.28885526250511;86.04467128174811;66.47080312920042;0.08314771885977053;19.13271569844202;397.8501627178363;Anomalie électrique - tension
800.0;236.48376550659265;3081.6557074199227;;79.39137080229412;53.47802788370785;20.17840271941519;82.83017137689473;49.615140349407525;38.162599343170356;0.13448504155718782;17.081554446408937;361.88832022195544;Anomalie électrique - tension
351.58690595251295;1000.0;2916.045535595124;56.99955100571179;37.07503262568957;103.5034677235745;33.49184288081709;96.11503250732895;85.08514731284559;85.53798562936784;0.05027755191469013;20.804854520868126;353.2698438516245;Surcharge mécanique
426.3103425875594;390.6457313607632;2934.5080255365046;73.6806256776683;30.132634561965144;69.50269800434339;43.87232362065818;108.23743928844495;71.99381344791485;35.39609755737788;0.07696629750340993;11.803737184601346;370.51180016182644;Débit insuffisant
402.3298126827558;1000.0;2939.810609226818;74.56232539518928;21.860565176337523;105.54220297564625;118.27963131770072;45.57747320774461;68.94915490228902;38.8657070647558;0.085508224033723;15.104674094176548;354.8888968478794;Surcharge mécanique
373.0898024852649;410.18092117091874;2942.8029678333783;21.352996618578967;102.15936440998411;117.52283976055227;24.458041860302803;22.079152127338382;78.38686561886794;80.67468115098748;0.18261222739398653;16.25421411748007;387.4617377920402;Débit insuffisant
346.35583502860237;364.13685785538996;3006.1726182130196;31.270331108288598;51.11419600502222;47.493328404289244;82.6597248949185;33.99168927199524;76.70798819980796;98.23516672226307;0.12863123080750632;16.895398296387427;423.0129839120577;Anomalie électrique - tension
800.0;229.29841995741705;2961.659827395209;41.28663987602486;27.724784150990274;46.25095126829522;122.15032485158746;38.168035985647634;91.92309885658293;79.9332169184155;0.1448275477646263;11.030384238941542;462.3680735215933;Anomalie électrique - tension
372.5183322026747;397.570273763715;3093.629927038126;81.01796000113812;61.92199806481744;67.588739910156;91.72769096584119;24.4025342035867;108.73861211563599;62.743496539625525;0.05046070696185258;10.963314783350578;502.0208216131253;Normal
412.9606178338064;;3085.233994104082;71.90670143266468;26.806260201155766;25.668726101281845;73.28445345775427;102.22698402054932;85.36496903399978;82.5715710094349;0.10800999226844527;11.266908408464477;472.16165093707514;Normal
403.7557471355213;340.8572275809754;2989.676920296048;88.18662191462784;27.672567752625945;95.42545332045974;62.45909574753751;117.34171504647294;59.75954317820002;60.948530815521025;0.11707655514151794;12.105568447201765;456.94035946255644;Normal
428.7212742576327;1000.0;3087.7663108074894;86.65470249894713;63.99968111340726;102.46711875306971;88.66147000059131;98.17148444092751;61.550120452165984;78.8786985607654;0.1758332577847937;5.0;485.3626196500794;Surcharge mécanique
387.2214925161949;285.830376808142;3064.4067313620103;96.78645822855357;65.79529937449716;57.997300583208;72.84236656252182;40.74855457894893;22.635158938241805;90.23232463947892;0.07919960168359041;14.528576796107519;509.8880587522019;Normal
351.9594245938302;284.17021140919337;2967.464672041137;53.91333751451725;72.21287767951196;71.18137784063984;97.59531371492281;86.70892846868793;34.391546424211825;21.321967771146312;0.05979024777859364;16.170502361663118;368.2715023719475;Débit insuffisant
411.3244787222995;1000.0;2889.539232798722;51.05574795649725;79.06803320077415;84.93922458377516;87.95520383637935;77.26640463440779;40.535222539295226;39.708805933842136;0.17372656358816824;18.230578833093276;450.7241571033014;Surcharge mécanique
416.07850486168974;327.87848033885695;2979.1015807519634;94.79138627481169;80.14406331612074;28.09576306170505;82.41495463323542;110.19597809471153;109.12931126503209;83.27884324504349;0.0818079254945442;10.410315943313735;327.9200176830417;Débit insuffisant
396.1277197569496;465.63349026283424;2957.768893446076;41.38413804804661;58.96970187963658;98.24272872520051;125.24914158277524;123.65286141004185;88.67888320315636;56.12538341191212;0.153624561323935;16.67513633334839;528.2490632060839;Surchauffe bobine
417.0967179954561;460.09449802322865;3000.3252812572914;61.50551363062463;77.91797526836388;77.93718378239495;111.9261118833763;101.72283345729356;32.73905000927252;66.99313576421594;0.0637307558207794;24.070542801880062;500.15046515756046;Normal
389.37955963643907;331.0190203094161;2994.4614143437375;37.48930868200247;47.42657805930643;88.66885104449946;86.97437349552423;76.3792479686133;64.85347699495617;81.6504107459138;0.15087683010174693;21.26894219299045;200.0;Débit insuffisant
392.27328293819943;390.8444334342686;2993.1508829449613;102.24566679252922;59.717737203962415;99.62136389359715;79.25152512085498;150.0;39.21799468844736;130.0;0.11348808795991445;14.816875264171134;449.21022407616056;Surchauffe bobine
382.75410183585495;429.03673177772555;3016.1842370689583;56.702271178696286;;94.31146148504712;99.63381206437188;108.85655537878834;46.785236656869316;95.32422243117867;0.1892041305779909;17.89357868349761;200.0;Débit insuffisant
342.5419126744095;289.94996464212664;2929.373902645816;39.12382084077455;49.619900109677275;30.485374755419507;108.43070950677199;150.0;74.41216041415606;54.12438961595774;0.08006294308785769;20.479133126870288;497.2741956527716;Anomalie électrique - tension
350.78914269933045;268.76091490947664;3010.5680138784855;82.28120515120207;41.47137430498696;106.08512837273742;52.47607951896275;36.864513889856696;73.91340684722283;82.25990141683616;0.060069706152304336;12.31739673931697;420.4647593335283;Normal
343.14291856867345;1000.0;2968.0191923491498;42.018021038943075;27.061310048678585;87.10512400171099;93.36419012069636;57.78640186951458;98.4624943473079;58.285283706897296;0.13002869962189828;11.081932707508596;347.60759382167373;Anomalie électrique - tension
403.641041126378;399.09162083078934;2999.9991099931844;104.91532428532011;65.53194300071262;98.63689262077554;34.86698848009828;102.18528961702197;34.81223462622142;67.6376370470523;0.1876413437847415;19.283679400187424;420.85175066006354;Normal
371.43559810763264;504.61055933176254;3037.8704922616093;53.08553133284703;68.35593675853053;48.765189751329714;67.34964563786266;27.257434378496825;64.76616068435649;30.23667347082678;0.08052957888791334;5.0;344.85433107780386;Cavitation possible
390.85706911647026;1000.0;2928.7800113389485;79.81766408916533;50.253953969185105;44.35699411026833;123.2280170532361;57.87560214007783;73.89490826310507;94.83302573505914;0.5;17.713083687656958;489.5984803934829;Surcharge mécanique
430.7566473926093;423.87919299249813;2975.9353173665213;51.07204380416721;107.82594767319011;110.87015056468648;55.8929291793378;55.03945018709591;103.74225715784166;48.79471456691;0.10090509172558061;20.43153691622112;354.92372928149774;Débit insuffisant
364.9292229148875;284.55505459695894;2984.0732882985567;92.65210246941264;70.12650892758126;62.942810339314626;36.965850973091776;73.43113704665453;66.47810028921738;47.10848549952367;0.06485155953878023;20.785041967421456;;Normal
381.03829230356297;1000.0;2964.286551421468;100.72304669204982;;83.28813946455861;36.076044313351076;71.00881605498819;50.65957495970058;27.98900578728711;0.138472862625279;19.661302745743328;342.2567905496882;Surcharge mécanique
415.55511385430486;1000.0;3034.991474806648;90.91265234733075;71.30767785694579;80.67550196028384;63.31014271322602;98.58457065020987;46.29248337116802;65.57536475073965;0.12829131769928748;24.049867341855382;399.5024035213744;Surcharge mécanique
362.87981654916223;1000.0;2953.9805820599763;96.3649116854768;37.0924267674495;84.36835046983208;44.76939470048891;88.81171824685073;39.4489200424902;57.61156839529854;0.1757587260722953;18.040655372597982;522.3005448260373;Surcharge mécanique
347.6979909828793;1000.0;2962.229980027883;29.16927451438724;107.71602856417279;27.645707021314358;66.96128843841643;119.30469827154309;106.61309391606578;28.904394594722756;0.06544025557873198;10.854231229526745;515.2210571779593;Anomalie électrique - tension
368.9751452913768;296.23540357690456;2954.504043352397;103.16582093297598;99.6801509404143;53.27210101782442;99.07742742747129;39.87220776106339;74.26444878092343;87.64150989182555;0.14678760476879316;18.477519827241387;438.27792365313053;Normal
356.12212872540044;230.36703439510075;3044.6027705719403;76.18706559877523;62.414631059390565;27.31285934350594;117.69757418667072;67.52890396719884;47.31709572554246;25.977023669976127;0.14306311410280348;19.59083534684573;454.0478494204766;Normal
432.9697652342573;424.28285022847115;2965.3777943793893;98.22957789495797;41.8752102626583;72.81770727955197;150.0;64.01051697944021;87.06020485249068;33.05325726634969;0.19923967844050294;15.111767972115693;393.94226922115723;Surchauffe bobine
420.8120379564417;362.71383055489986;3013.002269544178;81.5993087766874;40.04026546383658;119.2308548447688;104.52490743739529;32.37703429624946;46.034742126050006;61.46279641376876;0.09920841685329322;17.09165007309373;364.1973219714367;Débit insuffisant
403.34037565104234;247.33048925731242;3088.785255061504;38.166290168933934;92.54183844496306;62.8093801645707;31.38283129975066;150.0;65.34539648275982;130.0;0.056689082955855126;5.0;378.3964682054048;Surchauffe bobine
427.1460590187718;269.79125800726246;2986.259078982471;74.85995914811087;26.220675030613346;106.06947293237046;61.73776995270743;57.029366850369215;22.337864376231753;44.79635952654624;0.11168379636020545;20.782618683212327;336.64330919724654;Débit insuffisant
800.0;1000.0;3045.6030340016578;28.185161575082688;77.42543432721939;51.59709948285332;129.62028794830871;100.82825586433255;96.1913285021506;70.75344667410678;0.11966498865776208;12.66412829216703;413.49726539846034;Anomalie électrique - tension
800.0;397.6519144000042;3073.5677042046564;;77.61214311876518;114.18923492404862;27.55455113106234;36.517735422310814;106.08967856894904;67.18611608924697;0.10534281085312935;13.569195520315759;337.91884509780414;Anomalie électrique - tension
429.2558998489978;1000.0;3041.3595780020205;56.810102697251544;36.420909295322794;66.14534197619106;22.516913655142144;49.185024797517485;97.91798037686107;58.91731535115084;0.1445699686484535;18.559702509594434;398.20515687812417;Surcharge mécanique
393.9342241915651;1000.0;2989.159934201113;33.655985579018804;83.44211315911967;59.07391572159869;56.701353344796956;94.40623609501344;35.40023495981842;89.85623501183115;0.08987683345668848;15.855497127287029;498.7219954418613;Surcharge mécanique
420.74401551640625;1000.0;3022.1053879499304;108.13068342815727;83.48656602759328;96.72275649915755;124.62329120569085;150.0;94.27442296319022;64.83478304083923;0.07747122331235694;21.257348227245785;402.08369773464756;Surcharge mécanique
800.0;292.3189785188087;2925.6310703432328;101.0975981789613;51.50277806972453;76.40330104813609;22.20422339980864;31.483324885466324;51.2306344218337;108.0916391845722;0.11791527645215537;11.519413248016557;200.0;Anomalie électrique - tension
371.8003474971864;1000.0;2950.997842092502;100.41893420629285;63.50383214452925;57.10520492087005;44.4982664549609;150.0;104.26535182176178;;0.15904421552478892;5.0;430.6610487082173;Surcharge mécanique
